,postal_code,state,city
8670,17814,pa,benton
8671,98277,wa,oakharbor
8672,16866,pa,philipsburg
8673,12603,ny,poughkeepsie
8674,78005,tx,bigfoot
8675,59262,mt,savage
8676,28447,nc,ivanhoe
8677,4064,me,oldorchardbeach
8678,22205,va,arlington
8679,37377,tn,signalmountain
8680,46933,in,gascity
8681,76033,tx,cleburne
8682,82836,wy,dayton
8683,6853,ct,norwalk
8684,38665,ms,sarah
8685,32803,fl,orlando
8686,39204,ms,jackson
8687,50636,ia,greene
8688,46408,in,gary
8689,61422,il,bushnell
8690,97537,or,rogueriver
8691,45062,oh,sevenmile
8692,17268,pa,waynesboro
8693,54004,wi,clayton
8694,97531,or,kerby
8695,93240,ca,lakeisabella
8696,62624,il,browning
8697,36609,al,mobile
8698,45064,oh,somerville
8699,87578,nm,truchas
8700,30216,ga,flovilla
8701,85307,az,glendale
8702,10537,ny,lakepeekskill
8703,45764,oh,nelsonville
8704,62999,il,zeigler
8705,94560,ca,newark
8706,63077,mo,saintclair
8707,85553,az,tontobasin
8708,78834,tx,carrizosprings
8709,34223,fl,englewood
8710,94705,ca,berkeley
8711,53543,wi,highland
8712,7005,nj,boonton
8713,26541,wv,maidsville
8714,77020,tx,houston
8715,34269,fl,arcadia
8716,24325,va,dugspur
8717,11239,ny,brooklyn
8718,98901,wa,yakima
8719,96818,hi,honolulu
8720,90021,ca,losangeles
8721,63857,mo,kennett
8722,79603,tx,abilene
8723,39437,ms,ellisville
8724,47354,in,losantville
8725,55935,mn,fountain
8726,87121,nm,albuquerque
8727,62818,il,browns
8728,2155,ma,medford
8729,60617,il,chicago
8730,98075,wa,sammamish
8731,23942,va,greenbay
8732,55976,mn,stewartville
8733,79423,tx,lubbock
8734,96088,ca,shingletown
8735,47302,in,muncie
8736,54104,wi,athelstane
8737,49631,mi,evart
8738,2493,ma,weston
8739,48729,mi,deford
8740,17262,pa,springrun
8741,46706,in,auburn
8742,76559,tx,nolanville
8743,3461,nh,rindge
8744,24562,va,howardsville
8745,47586,in,tellcity
8746,58201,nd,grandforks
8747,76106,tx,fortworth
8748,14737,ny,franklinville
8749,17771,pa,troutrun
8750,89310,nv,austin
8751,84642,ut,manti
8752,74630,ok,billings
8753,54556,wi,prentice
8754,74733,ok,colbert
8755,95563,ca,salyer
8756,50151,ia,lucas
8757,82711,wy,alva
8758,56283,mn,redwoodfalls
8759,18628,pa,lopez
8760,43946,oh,sardis
8761,24484,va,warmsprings
8762,84010,ut,bountiful
8763,64139,mo,kansascity
8764,55112,mn,saintpaul
8765,43452,oh,portclinton
8766,87023,nm,jarales
8767,37891,tn,whitesburg
8768,10001,ny,newyork
8769,16921,pa,gaines
8770,33948,fl,portcharlotte
8771,36530,al,elberta
8772,44041,oh,geneva
8773,27208,nc,bennett
8774,43160,oh,washingtoncourthouse
8775,35610,al,anderson
8776,8853,nj,neshanicstation
8777,17356,pa,redlion
8778,40855,ky,lynch
8779,78737,tx,austin
8780,50535,ia,early
8781,82435,wy,powell
8782,70802,la,batonrouge
8783,33875,fl,sebring
8784,42071,ky,murray
8785,46214,in,indianapolis
8786,56119,mn,brewster
8787,88314,nm,bent
8788,98467,wa,universityplace
8789,87538,nm,ilfeld
8790,46307,in,crownpoint
8791,71454,la,montgomery
8792,55432,mn,minneapolis
8793,68025,ne,fremont
8794,65355,mo,warsaw
8795,73759,ok,medford
8796,59932,mt,somers
8797,97203,or,portland
8798,14001,ny,akron
8799,83464,id,leadore
8800,24260,va,honaker
8801,13616,ny,calcium
8802,29625,sc,anderson
8803,57110,sd,siouxfalls
8804,42066,ky,mayfield
8805,49879,mi,republic
8806,70767,la,portallen
8807,81220,co,cimarron
8808,94582,ca,sanramon
8809,53919,wi,brandon
8810,4981,me,stocktonsprings
8811,25879,wv,minden
8812,68133,ne,papillion
8813,29505,sc,florence
8814,43616,oh,oregon
8815,34661,fl,nobleton
8816,31328,ga,tybeeisland
8817,67859,ks,kismet
8818,32211,fl,jacksonville
8819,29543,sc,fork
8820,43357,oh,westliberty
8821,43912,oh,bridgeport
8822,33604,fl,tampa
8823,39325,ms,collinsville
8824,90006,ca,losangeles
8825,10025,ny,newyork
8826,91702,ca,azusa
8827,24970,wv,ronceverte
8828,57104,sd,siouxfalls
8829,94545,ca,hayward
8830,68376,ne,humboldt
8831,79839,tx,forthancock
8832,83709,id,boise
8833,70820,la,batonrouge
8834,41234,ky,meally
8835,97310,or,salem
8836,3036,nh,chester
8837,20186,va,warrenton
8838,94015,ca,dalycity
8839,81073,co,springfield
8840,1757,ma,milford
8841,17053,pa,marysville
8842,21160,md,whiteford
8843,22652,va,fortvalley
8844,72736,ar,gravette
8845,29945,sc,yemassee
8846,2347,ma,lakeville
8847,1985,ma,westnewbury
8848,72568,ar,pleasantplains
8849,93109,ca,santabarbara
8850,32608,fl,gainesville
8851,99206,wa,spokane
8852,32726,fl,eustis
8853,15219,pa,pittsburgh
8854,44662,oh,navarre
8855,99205,wa,spokane
8856,70763,la,paulina
8857,12873,ny,shushan
8858,93465,ca,templeton
8859,49628,mi,elberta
8860,50428,ia,clearlake
8861,1827,ma,dunstable
8862,62265,il,newbaden
8863,62219,il,beckemeyer
8864,71724,ar,calion
8865,6783,ct,roxbury
8866,29676,sc,salem
8867,75765,tx,hawkins
8868,46402,in,gary
8869,49284,mi,springport
8870,48818,mi,crystal
8871,60527,il,willowbrook
8872,17602,pa,lancaster
8873,1862,ma,northbillerica
8874,42372,ky,sacramento
8875,40003,ky,bagdad
8876,40068,ky,smithfield
8877,63967,mo,williamsville
8878,54026,wi,starprairie
8879,28637,nc,hildebran
8880,67058,ks,harper
8881,32505,fl,pensacola
8882,54981,wi,waupaca
8883,28097,nc,locust
8884,10012,ny,newyork
8885,32809,fl,orlando
8886,41834,ky,littcarr
8887,17051,pa,mcveytown
8888,61743,il,graymont
8889,19033,pa,folsom
8890,8341,nj,minotola
8891,53114,wi,darien
8892,32833,fl,orlando
8893,1901,ma,lynn
8894,7950,nj,morrisplains
8895,79761,tx,odessa
8896,56088,mn,truman
8897,15690,pa,vandergrift
8898,98168,wa,seattle
8899,48875,mi,portland
8900,57022,sd,dellrapids
8901,48733,mi,fairgrove
8902,44201,oh,atwater
8903,71203,la,monroe
8904,4364,me,winthrop
8905,97850,or,lagrande
8906,47125,in,hardinsburg
8907,94531,ca,antioch
8908,92835,ca,fullerton
8909,37321,tn,dayton
8910,4021,me,cumberlandcenter
8911,80019,co,aurora
8912,36116,al,montgomery
8913,38659,ms,pottscamp
8914,30144,ga,kennesaw
8915,74421,ok,beggs
8916,67357,ks,parsons
8917,6278,ct,ashford
8918,33316,fl,fortlauderdale
8919,39176,ms,vaiden
8920,31060,ga,milan
8921,45120,oh,felicity
8922,61883,il,westville
8923,43140,oh,london
8924,63870,mo,parma
8925,45784,oh,vincent
8926,29572,sc,myrtlebeach
8927,74569,ok,stringtown
8928,27946,nc,hobbsville
8929,58282,nd,walhalla
8930,15203,pa,pittsburgh
8931,46845,in,fortwayne
8932,58494,nd,wing
8933,1270,ma,windsor
8934,23435,va,suffolk
8935,6375,ct,quakerhill
8936,68724,ne,center
8937,21216,md,baltimore
8938,65810,mo,springfield
8939,30621,ga,bishop
8940,21795,md,williamsport
8941,74338,ok,colcord
8942,41102,ky,ashland
8943,72714,ar,bellavista
8944,5051,vt,newbury
8945,18972,pa,upperblackeddy
8946,99216,wa,spokane
8947,70714,la,baker
8948,12580,ny,staatsburg
8949,29129,sc,ridgespring
8950,73054,ok,luther
8951,23805,va,petersburg
8952,85602,az,benson
8953,4648,me,jonesboro
8954,12534,ny,hudson
8955,77433,tx,cypress
8956,46148,in,knightstown
8957,33873,fl,wauchula
8958,39359,ms,sebastopol
8959,45255,oh,cincinnati
8960,17931,pa,frackville
8961,28444,nc,harrells
8962,97739,or,lapine
8963,89512,nv,reno
8964,43150,oh,rushville
8965,92365,ca,newberrysprings
8966,70805,la,batonrouge
8967,34731,fl,fruitlandpark
8968,33901,fl,fortmyers
8969,27011,nc,boonville
8970,26836,wv,moorefield
8971,3784,nh,westlebanon
8972,57216,sd,bigstonecity
8973,17082,pa,portroyal
8974,3812,nh,bartlett
8975,43730,oh,corning
8976,57564,sd,onida
8977,41621,ky,dwale
8978,38049,tn,mason
8979,66724,ks,cherokee
8980,72847,ar,london
8981,16329,pa,irvine
8982,1930,ma,gloucester
8983,54750,wi,maidenrock
8984,98237,wa,concrete
8985,25634,wv,mallory
8986,33306,fl,fortlauderdale
8987,53139,wi,kansasville
8988,62928,il,eddyville
8989,56587,mn,vergas
8990,49115,mi,harbert
8991,31790,ga,sycamore
8992,58278,nd,thompson
8993,50008,ia,allerton
8994,12175,ny,summit
8995,15642,pa,irwin
8996,65637,mo,dora
8997,47024,in,laurel
8998,27047,nc,siloam
8999,73096,ok,weatherford
9000,58581,nd,zeeland
9001,10990,ny,warwick
9002,25123,wv,leon
9003,4294,me,wilton
9004,49766,mi,ossineke
9005,99203,wa,spokane
9006,56074,mn,nicollet
9007,77377,tx,tomball
9008,48748,mi,nationalcity
9009,23192,va,montpelier
9010,50607,ia,aurora
9011,13903,ny,binghamton
9012,41727,ky,chavies
9013,66047,ks,lawrence
9014,46962,in,northmanchester
9015,49424,mi,holland
9016,49668,mi,mesick
9017,29020,sc,camden
9018,5345,vt,newfane
9019,87731,nm,montezuma
9020,28031,nc,cornelius
9021,61019,il,davis
9022,39751,ms,mantee
9023,28751,nc,maggievalley
9024,38462,tn,hohenwald
9025,56527,mn,deercreek
9026,87002,nm,belen
9027,74011,ok,brokenarrow
9028,53090,wi,westbend
9029,13478,ny,verona
9030,63620,mo,annapolis
9031,94538,ca,fremont
9032,49665,mi,marion
9033,73655,ok,lonewolf
9034,4616,me,brooklin
9035,71957,ar,mountida
9036,92701,ca,santaana
9037,68335,ne,davenport
9038,47145,in,milltown
9039,77446,tx,prairieview
9040,74462,ok,stigler
9041,6403,ct,beaconfalls
9042,29583,sc,pamplico
9043,72011,ar,bauxite
9044,92344,ca,hesperia
9045,53137,wi,helenville
9046,8056,nj,mickleton
9047,50163,ia,melcherdallas
9048,77429,tx,cypress
9049,30548,ga,hoschton
9050,31037,ga,mcraehelena
9051,18955,pa,richlandtown
9052,85362,az,yarnell
9053,62091,il,walshville
9054,38585,tn,spencer
9055,83638,id,mccall
9056,70777,la,slaughter
9057,96730,hi,kaaawa
9058,41030,ky,crittenden
9059,65453,mo,cuba
9060,76707,tx,waco
9061,68863,ne,overton
9062,28273,nc,charlotte
9063,84301,ut,bearrivercity
9064,45403,oh,dayton
9065,76240,tx,gainesville
9066,37869,tn,sneedville
9067,18701,pa,wilkesbarre
9068,47167,in,salem
9069,29579,sc,myrtlebeach
9070,89509,nv,reno
9071,78860,tx,elindio
9072,28701,nc,alexander
9073,95127,ca,sanjose
9074,25979,wv,pipestem
9075,86338,az,skullvalley
9076,68439,ne,staplehurst
9077,66951,ks,kensington
9078,65634,mo,crosstimbers
9079,94566,ca,pleasanton
9080,76065,tx,midlothian
9081,78355,tx,falfurrias
9082,25315,wv,charleston
9083,28804,nc,asheville
9084,77625,tx,kountze
9085,19551,pa,robesonia
9086,29058,sc,heathsprings
9087,11554,ny,eastmeadow
9088,4973,me,searsmont
9089,24437,va,fortdefiance
9090,67001,ks,andale
9091,72519,ar,calicorock
9092,44703,oh,canton
9093,1031,ma,gilbertville
9094,78332,tx,alice
9095,27872,nc,roxobel
9096,30071,ga,norcross
9097,51535,ia,griswold
9098,36037,al,greenville
9099,85631,az,sanmanuel
9100,38603,ms,ashland
9101,74079,ok,stroud
9102,22644,va,maurertown
9103,21541,md,mchenry
9104,26574,wv,granttown
9105,10710,ny,yonkers
9106,63068,mo,newhaven
9107,93247,ca,lindsay
9108,98365,wa,portludlow
9109,79414,tx,lubbock
9110,58046,nd,hope
9111,13780,ny,guilford
9112,76556,tx,milano
9113,24522,va,appomattox
9114,54022,wi,riverfalls
9115,38865,ms,rienzi
9116,34472,fl,ocala
9117,14717,ny,caneadea
9118,51455,ia,manning
9119,59501,mt,havre
9120,5445,vt,charlotte
9121,64152,mo,kansascity
9122,95377,ca,tracy
9123,4668,me,princeton
9124,75023,tx,plano
9125,64484,mo,rushville
9126,34743,fl,kissimmee
9127,6060,ct,northgranby
9128,84501,ut,price
9129,49684,mi,traversecity
9130,23153,va,sandyhook
9131,29420,sc,northcharleston
9132,13082,ny,kirkville
9133,10553,ny,mountvernon
9134,50132,ia,kamrar
9135,46379,in,sumavaresorts
9136,56055,mn,lakecrystal
9137,72425,ar,delaplaine
9138,66048,ks,leavenworth
9139,25621,wv,gilbert
9140,73104,ok,oklahomacity
9141,16503,pa,erie
9142,38564,tn,granville
9143,29821,sc,clarkshill
9144,21623,md,churchhill
9145,83246,id,lavahotsprings
9146,66710,ks,altoona
9147,17040,pa,landisburg
9148,55346,mn,edenprairie
9149,17267,pa,warfordsburg
9150,31316,ga,ludowici
9151,2641,ma,eastdennis
9152,23324,va,chesapeake
9153,95368,ca,salida
9154,93720,ca,fresno
9155,66738,ks,fulton
9156,89117,nv,lasvegas
9157,38541,tn,allons
9158,25524,wv,harts
9159,73038,ok,fortcobb
9160,24862,wv,mohawk
9161,23111,va,mechanicsville
9162,98270,wa,marysville
9163,27953,nc,mannsharbor
9164,46168,in,plainfield
9165,2835,ri,jamestown
9166,33157,fl,miami
9167,6484,ct,shelton
9168,29696,sc,westunion
9169,95120,ca,sanjose
9170,27858,nc,greenville
9171,38451,tn,culleoka
9172,6259,ct,pomfretcenter
9173,98363,wa,portangeles
9174,27408,nc,greensboro
9175,98305,wa,beaver
9176,95140,ca,mounthamilton
9177,10457,ny,bronx
9178,98051,wa,ravensdale
9179,97023,or,estacada
9180,78412,tx,corpuschristi
9181,6470,ct,newtown
9182,69024,ne,culbertson
9183,40228,ky,louisville
9184,89108,nv,lasvegas
9185,77705,tx,beaumont
9186,46071,in,thorntown
9187,8028,nj,glassboro
9188,95546,ca,hoopa
9189,60409,il,calumetcity
9190,61933,il,kansas
9191,57626,sd,faith
9192,94605,ca,oakland
9193,70516,la,branch
9194,72704,ar,fayetteville
9195,87108,nm,albuquerque
9196,99791,ak,atqasuk
9197,50167,ia,minburn
9198,55118,mn,saintpaul
9199,78633,tx,georgetown
9200,64071,mo,mayview
9201,84337,ut,tremonton
9202,4275,me,roxbury
9203,20706,md,lanham
9204,46076,in,windfall
9205,94925,ca,cortemadera
9206,7002,nj,bayonne
9207,63043,mo,marylandheights
9208,13357,ny,ilion
9209,55985,mn,westconcord
9210,58413,nd,ashley
9211,49043,mi,covert
9212,12064,ny,eastworcester
9213,65650,mo,flemington
9214,5733,vt,brandon
9215,51027,ia,ireton
9216,50581,ia,rolfe
9217,32136,fl,flaglerbeach
9218,4568,me,southbristol
9219,50233,ia,redfield
9220,18069,pa,orefield
9221,70401,la,hammond
9222,59749,mt,sheridan
9223,83619,id,fruitland
9224,51038,ia,merrill
9225,12567,ny,pineplains
9226,38122,tn,memphis
9227,79734,tx,fortdavis
9228,35058,al,cullman
9229,15946,pa,portage
9230,42754,ky,leitchfield
9231,97408,or,eugene
9232,55040,mn,isanti
9233,55726,mn,cromwell
9234,27301,nc,mcleansville
9235,35986,al,rainsville
9236,56255,mn,lucan
9237,27028,nc,mocksville
9238,65332,mo,greenridge
9239,35980,al,horton
9240,63862,mo,lilbourn
9241,23944,va,kenbridge
9242,93458,ca,santamaria
9243,89021,nv,logandale
9244,28456,nc,riegelwood
9245,1222,ma,ashleyfalls
9246,35654,al,russellville
9247,95944,ca,goodyearsbar
9248,22976,va,tyro
9249,64130,mo,kansascity
9250,37664,tn,kingsport
9251,54213,wi,forestville
9252,14422,ny,byron
9253,49738,mi,grayling
9254,78109,tx,converse
9255,63465,mo,revere
9256,38046,tn,lagrange
9257,59913,mt,coram
9258,41216,ky,eastpoint
9259,61239,il,carboncliff
9260,21113,md,odenton
9261,71671,ar,warren
9262,73620,ok,arapaho
9263,29540,sc,darlington
9264,50655,ia,maynard
9265,91343,ca,northhills
9266,29687,sc,taylors
9267,25208,wv,wharton
9268,37191,tn,woodlawn
9269,55092,mn,wyoming
9270,17202,pa,chambersburg
9271,21624,md,claiborne
9272,33762,fl,clearwater
9273,18944,pa,perkasie
9274,76066,tx,millsap
9275,25264,wv,mountalto
9276,35587,al,townley
9277,64739,mo,creighton
9278,12601,ny,poughkeepsie
9279,57476,sd,tulare
9280,13601,ny,watertown
9281,83341,id,kimberly
9282,27263,nc,highpoint
9283,29104,sc,mayesville
9284,41268,ky,westvanlear
9285,65809,mo,springfield
9286,47270,in,pariscrossing
9287,41561,ky,rockhouse
9288,21723,md,cooksville
9289,43332,oh,larue
9290,4095,me,westnewfield
9291,81076,co,sugarcity
9292,2188,ma,weymouth
9293,73460,ok,tishomingo
9294,28749,nc,littleswitzerland
9295,43928,oh,glencoe
9296,49268,mi,palmyra
9297,75780,tx,newsummerfield
9298,2807,ri,blockisland
9299,36850,al,camphill
9300,62047,il,hardin
9301,53074,wi,portwashington
9302,39168,ms,taylorsville
9303,89086,nv,northlasvegas
9304,7981,nj,whippany
9305,2382,ma,whitman
9306,30746,ga,sugarvalley
9307,55601,mn,beaverbay
9308,70591,la,welsh
9309,49022,mi,bentonharbor
9310,21677,md,woolford
9311,52727,ia,bryant
9312,89011,nv,henderson
9313,11010,ny,franklinsquare
9314,59870,mt,stevensville
9315,58063,nd,oriska
9316,94710,ca,berkeley
9317,68783,ne,verdigre
9318,8324,nj,heislerville
9319,15555,pa,quecreek
9320,59936,mt,westglacier
9321,72114,ar,northlittlerock
9322,61523,il,chillicothe
9323,10133,ny,newyork
9324,93609,ca,caruthers
9325,24168,va,stanleytown
9326,51028,ia,kingsley
9327,41667,ky,weeksbury
9328,6850,ct,norwalk
9329,33042,fl,summerlandkey
9330,42518,ky,bronston
9331,82620,wy,alcova
9332,95348,ca,merced
9333,27051,nc,walkertown
9334,80102,co,bennett
9335,66540,ks,soldier
9336,49442,mi,muskegon
9337,37057,tn,dixonsprings
9338,37723,tn,craborchard
9339,54152,wi,nichols
9340,57428,sd,bowdle
9341,7112,nj,newark
9342,11360,ny,bayside
9343,72918,ar,fortsmith
9344,24281,va,rosehill
9345,80209,co,denver
9346,93444,ca,nipomo
9347,28707,nc,balsam
9348,60531,il,leland
9349,24432,va,deerfield
9350,79252,tx,quanah
9351,16141,pa,newgalilee
9352,63787,mo,zalma
9353,25404,wv,martinsburg
9354,19529,pa,kempton
9355,4464,me,monson
9356,67622,ks,almena
9357,13020,ny,apuliastation
9358,70655,la,oberlin
9359,72419,ar,caraway
9360,62446,il,mounterie
9361,43516,oh,deshler
9362,36555,al,magnoliasprings
9363,4745,me,frenchville
9364,54023,wi,roberts
9365,43720,oh,bluerock
9366,19358,pa,modena
9367,89014,nv,henderson
9368,54302,wi,greenbay
9369,53503,wi,arena
9370,81657,co,vail
9371,52070,ia,sabula
9372,34141,fl,ochopee
9373,93604,ca,basslake
9374,88201,nm,roswell
9375,78938,tx,ellinger
9376,48224,mi,detroit
9377,62466,il,sumner
9378,27888,nc,walstonburg
9379,39336,ms,lawrence
9380,45358,oh,pitsburg
9381,19066,pa,merionstation
9382,26148,wv,macfarlan
9383,66429,ks,grantville
9384,61368,il,tiskilwa
9385,69022,ne,cambridge
9386,97015,or,clackamas
9387,99688,ak,willow
9388,94928,ca,rohnertpark
9389,91356,ca,tarzana
9390,4236,me,greene
9391,99588,ak,glennallen
9392,71351,la,marksville
9393,49099,mi,whitepigeon
9394,24910,wv,alderson
9395,16738,pa,lewisrun
9396,63561,mo,queencity
9397,70542,la,gueydan
9398,72157,ar,springfield
9399,84783,ut,dammeronvalley
9400,23156,va,shacklefords
9401,44446,oh,niles
9402,13029,ny,brewerton
9403,65053,mo,lohman
9404,66209,ks,leawood
9405,4406,me,abbot
9406,3455,nh,marlborough
9407,87375,nm,yatahey
9408,20115,va,marshall
9409,55965,mn,preston
9410,26047,wv,newcumberland
9411,65256,mo,harrisburg
9412,49799,mi,wolverine
9413,10464,ny,bronx
9414,60437,il,kinsman
9415,24925,wv,caldwell
9416,48445,mi,kinde
9417,24472,va,raphine
9418,75450,tx,lakecreek
9419,47941,in,dayton
9420,98155,wa,seattle
9421,17112,pa,harrisburg
9422,45324,oh,fairborn
9423,4912,me,athens
9424,80820,co,guffey
9425,71325,la,cheneyville
9426,34729,fl,ferndale
9427,15368,pa,vestaburg
9428,37174,tn,springhill
9429,43155,oh,sugargrove
9430,80829,co,manitousprings
9431,39842,ga,dawson
9432,47337,in,dunreith
9433,53821,wi,prairieduchien
9434,33618,fl,tampa
9435,82601,wy,casper
9436,33706,fl,saintpetersburg
9437,19317,pa,chaddsford
9438,71047,la,keithville
9439,15633,pa,forbesroad
9440,44643,oh,magnolia
9441,97492,or,westfir
9442,42701,ky,elizabethtown
9443,23320,va,chesapeake
9444,64507,mo,saintjoseph
9445,11778,ny,rockypoint
9446,37311,tn,cleveland
9447,32423,fl,bascom
9448,21824,md,ewell
9449,42633,ky,monticello
9450,57460,sd,mansfield
9451,16681,pa,smokerun
9452,12069,ny,forthunter
9453,97080,or,gresham
9454,95228,ca,copperopolis
9455,26627,wv,heaters
9456,15424,pa,confluence
9457,86017,az,mundspark
9458,53089,wi,sussex
9459,76077,tx,rainbow
9460,92823,ca,brea
9461,17582,pa,washingtonboro
9462,32034,fl,fernandinabeach
9463,41772,ky,vest
9464,58703,nd,minot
9465,53715,wi,madison
9466,59826,mt,condon
9467,77353,tx,magnolia
9468,67834,ks,bucklin
9469,37352,tn,lynchburg
9470,46113,in,camby
9471,40146,ky,irvington
9472,80230,co,denver
9473,46227,in,indianapolis
9474,95670,ca,ranchocordova
9475,2642,ma,eastham
9476,68059,ne,springfield
9477,96716,hi,hanapepe
9478,74425,ok,canadian
9479,95224,ca,avery
9480,46723,in,churubusco
9481,44021,oh,burton
9482,61433,il,fiatt
9483,19154,pa,philadelphia
9484,29928,sc,hiltonheadisland
9485,63841,mo,dexter
9486,22032,va,fairfax
9487,61817,il,catlin
9488,98370,wa,poulsbo
9489,49614,mi,bearlake
9490,56304,mn,saintcloud
9491,20155,va,gainesville
9492,75861,tx,tennesseecolony
9493,30349,ga,atlanta
9494,55343,mn,hopkins
9495,45402,oh,dayton
9496,74301,ok,vinita
9497,55368,mn,norwoodyoungamerica
9498,54519,wi,conover
9499,48888,mi,stanton
9500,54930,wi,coloma
9501,73020,ok,choctaw
9502,86335,az,rimrock
9503,36545,al,jackson
9504,4222,me,durham
9505,8103,nj,camden
9506,71226,la,chatham
9507,38118,tn,memphis
9508,6058,ct,norfolk
9509,90277,ca,redondobeach
9510,7801,nj,dover
9511,46144,in,gwynneville
9512,77041,tx,houston
9513,68448,ne,talmage
9514,43227,oh,columbus
9515,28128,nc,norwood
9516,34209,fl,bradenton
9517,48088,mi,warren
9518,42078,ky,salem
9519,68016,ne,cedarcreek
9520,90501,ca,torrance
9521,22578,va,whitestone
9522,95684,ca,somerset
9523,35083,al,hollypond
9524,88435,nm,santarosa
9525,3053,nh,londonderry
9526,59531,mt,joplin
9527,1226,ma,dalton
9528,37153,tn,rockvale
9529,52151,ia,lansing
9530,33480,fl,palmbeach
9531,45346,oh,newmadison
9532,11725,ny,commack
9533,33012,fl,hialeah
9534,12402,ny,kingston
9535,7018,nj,eastorange
9536,66407,ks,belvue
9537,87901,nm,truthorconsequences
9538,16666,pa,osceolamills
9539,30019,ga,dacula
9540,4936,me,eustis
9541,88401,nm,tucumcari
9542,44260,oh,mogadore
9543,62985,il,simpson
9544,15663,pa,madison
9545,17361,pa,shrewsbury
9546,7029,nj,harrison
9547,77510,tx,santafe
9548,16028,pa,eastbrady
9549,27612,nc,raleigh
9550,96714,hi,hanalei
9551,48472,mi,snover
9552,70092,la,violet
9553,8835,nj,manville
9554,2837,ri,littlecompton
9555,50126,ia,iowafalls
9556,68460,ne,waco
9557,49420,mi,hart
9558,11577,ny,roslynheights
9559,19802,de,wilmington
9560,19082,pa,upperdarby
9561,8052,nj,mapleshade
9562,36277,al,weaver
9563,37766,tn,lafollette
9564,98822,wa,entiat
9565,40150,ky,lebanonjunction
9566,7423,nj,hohokus
9567,55065,mn,randolph
9568,53956,wi,randolph
9569,55378,mn,savage
9570,32631,fl,earleton
9571,32829,fl,orlando
9572,13813,ny,nineveh
9573,44144,oh,cleveland
9574,57049,sd,northsiouxcity
9575,95639,ca,hood
9576,35634,al,florence
9577,50048,ia,casey
9578,12187,ny,warnerville
9579,13774,ny,fishseddy
9580,18071,pa,palmerton
9581,8051,nj,mantua
9582,12751,ny,kiameshalake
9583,19013,pa,chester
9584,8008,nj,beachhaven
9585,16651,pa,houtzdale
9586,20814,md,bethesda
9587,91605,ca,northhollywood
9588,76058,tx,joshua
9589,76470,tx,ranger
9590,42254,ky,lafayette
9591,61062,il,pearlcity
9592,59844,mt,heron
9593,89523,nv,reno
9594,66503,ks,manhattan
9595,40330,ky,harrodsburg
9596,62889,il,texico
9597,62946,il,harrisburg
9598,45056,oh,oxford
9599,25186,wv,smithers
9600,29223,sc,columbia
9601,23841,va,dinwiddie
9602,62301,il,quincy
9603,6483,ct,seymour
9604,37086,tn,lavergne
9605,42337,ky,drakesboro
9606,12487,ny,ulsterpark
9607,14469,ny,bloomfield
9608,40734,ky,gray
9609,92371,ca,phelan
9610,93272,ca,tipton
9611,33472,fl,boyntonbeach
9612,49892,mi,vulcan
9613,80649,co,orchard
9614,17256,pa,shadygrove
9615,54658,wi,stoddard
9616,36726,al,camden
9617,70397,la,theriot
9618,85262,az,scottsdale
9619,70374,la,lockport
9620,43044,oh,mechanicsburg
9621,72211,ar,littlerock
9622,29563,sc,lakeview
9623,54542,wi,longlake
9624,68936,ne,edison
9625,27820,nc,conway
9626,26563,wv,carolina
9627,74432,ok,eufaula
9628,14463,ny,hall
9629,7035,nj,lincolnpark
9630,30512,ga,blairsville
9631,95327,ca,jamestown
9632,43055,oh,newark
9633,26711,wv,caponbridge
9634,33612,fl,tampa
9635,38390,tn,yuma
9636,54865,wi,portwing
9637,60638,il,chicago
9638,68418,ne,palmyra
9639,61526,il,edelstein
9640,56219,mn,brownsvalley
9641,64127,mo,kansascity
9642,29070,sc,leesville
9643,33065,fl,coralsprings
9644,76571,tx,salado
9645,79329,tx,idalou
9646,7033,nj,kenilworth
9647,61604,il,peoria
9648,8690,nj,trenton
9649,42330,ky,centralcity
9650,17221,pa,fannettsburg
9651,22151,va,springfield
9652,44438,oh,masury
9653,70668,la,vinton
9654,82718,wy,gillette
9655,55027,mn,goodhue
9656,47975,in,pinevillage
9657,13431,ny,poland
9658,1085,ma,westfield
9659,28211,nc,charlotte
9660,10962,ny,orangeburg
9661,77545,tx,fresno
9662,28526,nc,dover
9663,39577,ms,wiggins
9664,22641,va,strasburg
9665,3049,nh,hollis
9666,87347,nm,jamestown
9667,3590,nh,northstratford
9668,59432,mt,dupuyer
9669,50622,ia,denver
9670,62902,il,carbondale
9671,5262,vt,shaftsbury
9672,28462,nc,supply
9673,33838,fl,dundee
9674,10036,ny,newyork
9675,60959,il,pipercity
9676,48847,mi,ithaca
9677,76827,tx,brookesmith
9678,54935,wi,fonddulac
9679,12845,ny,lakegeorge
9680,32605,fl,gainesville
9681,32754,fl,mims
9682,4750,me,limestone
9683,84629,ut,fairview
9684,95722,ca,meadowvista
9685,72632,ar,eurekasprings
9686,55768,mn,mountainiron
9687,54748,wi,jimfalls
9688,24064,va,blueridge
9689,60549,il,serena
9690,65802,mo,springfield
9691,18354,pa,sciota
9692,71485,la,woodworth
9693,49119,mi,newtroy
9694,26804,wv,circleville
9695,7826,nj,branchville
9696,5075,vt,thetfordcenter
9697,80526,co,fortcollins
9698,28212,nc,charlotte
9699,29016,sc,blythewood
9700,64456,mo,grantcity
9701,97222,or,portland
